department,time_of_day,day_of_week,number_of_patients,doctor_count,emergency_cases,waiting_time_minutes
Orthopedics,15,Wednesday,8,2,19,311
Neurology,16,Thursday,8,6,7,124
Cardiology,15,Thursday,46,7,1,55
General Medicine,18,Monday,13,2,4,101
Pediatrics,23,Thursday,55,1,16,600
Cardiology,23,Monday,21,7,9,197
General Medicine,7,Sunday,21,1,13,306
Neurology,5,Friday,24,3,17,359
General Medicine,5,Wednesday,18,4,0,39
Neurology,20,Wednesday,26,2,1,95
Cardiology,8,Friday,56,7,3,97
Emergency,3,Saturday,31,5,12,261
Emergency,11,Tuesday,47,1,15,467
General Medicine,11,Tuesday,7,8,4,67
Emergency,22,Thursday,92,7,9,264
Neurology,16,Saturday,98,4,16,380
Orthopedics,14,Monday,12,2,10,191
Neurology,8,Sunday,90,7,4,134
Orthopedics,6,Wednesday,93,2,14,446
Cardiology,9,Thursday,14,6,3,65
Pediatrics,15,Friday,33,1,6,269
Orthopedics,11,Saturday,44,7,9,180
Emergency,6,Wednesday,69,7,3,102
Neurology,17,Monday,25,4,19,330
Cardiology,14,Monday,28,4,4,110
Emergency,5,Tuesday,77,5,4,176
Cardiology,11,Thursday,64,2,10,324
Pediatrics,10,Friday,30,9,18,304
Neurology,19,Wednesday,13,4,4,95
General Medicine,2,Sunday,24,9,7,150
Neurology,1,Monday,60,3,6,242
Pediatrics,5,Wednesday,40,9,7,168
Neurology,23,Friday,40,1,12,467
General Medicine,21,Wednesday,77,7,4,131
Orthopedics,4,Thursday,26,4,17,357
Cardiology,17,Tuesday,5,7,8,132
General Medicine,15,Wednesday,73,6,1,79
Emergency,7,Saturday,77,4,15,322
Pediatrics,19,Tuesday,41,4,13,254
Orthopedics,21,Friday,87,8,16,289
Emergency,10,Tuesday,76,7,5,145
Emergency,9,Wednesday,17,4,2,65
Pediatrics,23,Wednesday,88,6,16,392
Orthopedics,11,Saturday,47,6,12,234
Emergency,20,Monday,41,1,5,288
Emergency,5,Saturday,98,2,7,433
Orthopedics,19,Wednesday,78,4,5,180
Neurology,4,Sunday,99,6,15,387
Emergency,22,Tuesday,29,6,5,115
Cardiology,8,Saturday,97,1,16,600
Orthopedics,15,Saturday,92,8,2,88
Emergency,21,Sunday,25,2,11,236
Pediatrics,13,Sunday,45,5,5,124
General Medicine,21,Sunday,77,4,6,195
Cardiology,7,Monday,46,5,10,203
General Medicine,19,Wednesday,46,5,8,174
General Medicine,18,Wednesday,6,8,15,241
Emergency,13,Friday,72,7,4,122
Cardiology,6,Monday,12,9,14,231
Cardiology,4,Friday,65,1,3,458
Neurology,17,Friday,18,6,4,77
General Medicine,1,Friday,81,6,6,215
Cardiology,10,Thursday,25,2,2,92
Neurology,21,Friday,28,8,3,74
Orthopedics,7,Saturday,54,6,14,268
Neurology,0,Tuesday,86,9,1,89
Pediatrics,21,Saturday,49,5,4,117
Emergency,11,Saturday,68,7,6,156
Orthopedics,1,Wednesday,68,6,16,374
Orthopedics,17,Thursday,30,5,7,144
Pediatrics,6,Friday,36,6,8,157
Neurology,16,Wednesday,61,4,9,217
Emergency,21,Monday,57,3,10,251
Neurology,22,Monday,37,1,0,233
Cardiology,13,Wednesday,56,1,14,491
Neurology,23,Tuesday,99,6,7,236
Orthopedics,6,Wednesday,22,9,18,296
Emergency,21,Wednesday,39,8,11,196
Neurology,2,Thursday,16,2,5,149
Emergency,5,Monday,55,9,9,212
Emergency,19,Monday,93,8,4,130
Cardiology,1,Friday,99,9,6,184
Cardiology,16,Saturday,14,4,6,126
Orthopedics,11,Wednesday,56,9,8,161
Pediatrics,11,Wednesday,38,2,14,308
Emergency,16,Tuesday,71,1,5,438
Pediatrics,9,Sunday,43,9,15,265
Orthopedics,2,Sunday,12,8,6,136
Emergency,19,Monday,33,7,14,234
Emergency,17,Tuesday,26,8,1,39
General Medicine,12,Thursday,88,1,7,552
Pediatrics,11,Friday,74,9,11,220
Neurology,16,Tuesday,65,9,10,190
Cardiology,3,Monday,47,9,5,142
Neurology,22,Thursday,53,6,19,398
Pediatrics,9,Wednesday,33,4,12,230
Cardiology,10,Thursday,85,2,15,441
Neurology,5,Saturday,35,4,7,194
General Medicine,5,Tuesday,57,7,16,336
Cardiology,8,Monday,38,1,12,379
Emergency,14,Tuesday,42,9,3,77
Neurology,1,Wednesday,61,3,19,470
Cardiology,3,Sunday,8,4,9,193
General Medicine,4,Wednesday,6,5,19,371
Cardiology,16,Monday,16,3,15,259
Cardiology,7,Saturday,39,4,16,299
General Medicine,7,Friday,74,5,7,185
Neurology,21,Thursday,76,1,10,533
Orthopedics,11,Thursday,25,9,4,78
Neurology,20,Wednesday,65,4,15,310
Pediatrics,7,Tuesday,39,9,7,142
General Medicine,18,Sunday,52,4,15,302
Neurology,2,Tuesday,19,1,3,174
Cardiology,17,Saturday,75,5,5,155
General Medicine,20,Friday,19,9,7,120
Emergency,18,Tuesday,10,3,8,137
Neurology,18,Thursday,85,5,12,277
General Medicine,14,Sunday,72,3,16,369
Neurology,5,Tuesday,26,3,8,218
General Medicine,15,Sunday,36,1,12,359
Cardiology,7,Friday,26,2,8,199
Emergency,15,Thursday,31,2,5,167
Emergency,17,Sunday,19,9,9,160
Pediatrics,19,Tuesday,48,7,4,105
General Medicine,15,Thursday,90,8,6,160
Neurology,10,Wednesday,96,2,10,401
Emergency,6,Wednesday,13,9,8,133
Emergency,16,Saturday,38,3,9,206
Orthopedics,16,Wednesday,77,2,10,350
Orthopedics,11,Tuesday,19,1,2,140
Emergency,12,Friday,66,9,7,158
General Medicine,9,Thursday,49,8,16,284
Pediatrics,6,Sunday,88,4,6,210
Emergency,13,Monday,76,7,11,218
Cardiology,22,Wednesday,62,3,15,410
Neurology,0,Wednesday,96,3,14,460
Pediatrics,16,Monday,23,4,12,220
Cardiology,3,Sunday,20,2,17,380
Pediatrics,20,Sunday,79,4,17,359
Cardiology,4,Monday,12,3,4,105
Neurology,19,Sunday,37,8,13,224
Neurology,23,Tuesday,78,2,10,425
Orthopedics,22,Sunday,22,9,2,67
General Medicine,6,Thursday,39,3,16,317
Cardiology,9,Sunday,47,4,11,228
Orthopedics,16,Wednesday,54,3,2,139
Cardiology,6,Friday,7,3,1,37
Orthopedics,0,Tuesday,95,8,3,133
Neurology,6,Tuesday,63,8,17,302
Pediatrics,23,Sunday,32,6,19,382
Orthopedics,10,Friday,50,4,13,268
Cardiology,8,Friday,68,1,7,448
Cardiology,11,Saturday,74,4,1,118
General Medicine,2,Friday,51,8,18,379
Neurology,3,Sunday,18,6,9,195
Cardiology,3,Sunday,11,2,4,118
Emergency,12,Monday,78,3,10,292
Pediatrics,22,Wednesday,83,7,8,229
Orthopedics,18,Saturday,35,4,15,283
General Medicine,9,Sunday,97,4,4,190
Pediatrics,4,Monday,85,5,14,360
Neurology,6,Saturday,55,8,13,241
General Medicine,23,Wednesday,33,7,8,190
Orthopedics,15,Saturday,19,9,19,303
Orthopedics,0,Monday,94,5,4,206
Emergency,11,Thursday,80,1,14,600
Neurology,1,Sunday,29,4,8,205
General Medicine,6,Wednesday,65,6,3,103
General Medicine,10,Tuesday,45,6,3,96
Cardiology,12,Wednesday,73,9,19,337
Emergency,1,Wednesday,8,5,6,142
Emergency,6,Wednesday,61,5,14,283
General Medicine,14,Thursday,35,6,16,282
General Medicine,10,Sunday,7,6,17,266
Pediatrics,1,Monday,71,3,6,263
Pediatrics,6,Sunday,94,6,18,364
Pediatrics,3,Tuesday,54,8,9,212
Emergency,10,Monday,21,6,12,203
Cardiology,1,Saturday,64,5,1,118
Orthopedics,15,Saturday,78,3,19,423
Pediatrics,6,Saturday,70,1,10,514
Cardiology,12,Monday,92,5,4,159
Neurology,4,Friday,79,6,5,178
Pediatrics,16,Thursday,28,6,2,62
Orthopedics,20,Friday,91,6,0,88
Neurology,11,Sunday,36,3,2,105
Neurology,18,Saturday,91,4,2,150
Orthopedics,6,Thursday,23,3,3,98
Pediatrics,5,Monday,70,2,6,330
Emergency,7,Saturday,64,8,14,259
Orthopedics,12,Monday,70,7,10,212
Orthopedics,4,Thursday,19,8,17,340
Orthopedics,1,Monday,89,6,11,302
Neurology,8,Monday,39,7,3,79
Cardiology,10,Tuesday,73,1,10,525
Emergency,23,Sunday,31,5,5,142
Pediatrics,5,Friday,92,4,18,470
Pediatrics,6,Friday,11,3,17,284
Cardiology,6,Friday,10,2,14,241
Orthopedics,18,Wednesday,37,9,2,63
Emergency,5,Tuesday,62,8,16,355
Pediatrics,10,Saturday,53,2,0,142
General Medicine,10,Saturday,21,6,1,46
Pediatrics,6,Saturday,46,3,18,361
Orthopedics,1,Friday,98,3,8,349
General Medicine,18,Sunday,76,5,7,193
Cardiology,3,Friday,44,7,11,254
Emergency,5,Sunday,50,7,14,316
Cardiology,16,Tuesday,75,1,6,473
Cardiology,4,Sunday,74,7,15,338
Emergency,6,Monday,72,7,6,154
Emergency,8,Friday,5,6,19,300
Pediatrics,0,Saturday,83,6,11,293
Pediatrics,0,Monday,99,2,16,593
Emergency,18,Friday,93,3,10,319
General Medicine,5,Thursday,56,3,3,174
Neurology,17,Wednesday,39,3,18,341
Pediatrics,9,Friday,73,2,1,206
Neurology,10,Thursday,9,9,1,34
General Medicine,0,Tuesday,21,6,16,312
Emergency,0,Thursday,57,2,8,320
General Medicine,12,Tuesday,56,3,0,99
Pediatrics,4,Friday,18,6,9,203
Cardiology,19,Tuesday,33,4,14,262
Emergency,0,Thursday,12,7,14,268
Orthopedics,19,Sunday,5,6,1,28
Neurology,2,Wednesday,33,6,13,283
General Medicine,17,Monday,40,3,3,131
Emergency,8,Monday,55,8,17,291
General Medicine,13,Wednesday,41,9,8,147
Emergency,16,Saturday,97,6,1,104
Pediatrics,22,Monday,73,2,1,247
Pediatrics,13,Friday,57,1,17,548
Pediatrics,3,Saturday,56,3,16,411
General Medicine,4,Friday,92,3,8,352
Orthopedics,20,Thursday,87,8,7,163
Pediatrics,16,Thursday,16,5,1,41
Emergency,21,Saturday,56,1,1,307
Pediatrics,1,Saturday,5,4,4,82
Cardiology,22,Saturday,11,7,11,228
Pediatrics,21,Saturday,21,5,15,255
General Medicine,4,Tuesday,47,6,13,286
Orthopedics,3,Sunday,75,4,19,475
Cardiology,3,Saturday,21,2,1,97
General Medicine,5,Sunday,63,9,7,176
General Medicine,19,Saturday,7,2,3,76
General Medicine,20,Thursday,33,2,19,379
Emergency,12,Friday,26,2,8,187
General Medicine,21,Sunday,42,1,19,497
Emergency,4,Thursday,58,3,18,454
General Medicine,22,Monday,97,6,1,116
Neurology,22,Tuesday,54,7,15,334
Cardiology,6,Tuesday,73,1,10,518
Neurology,19,Friday,34,5,7,153
General Medicine,0,Saturday,27,5,11,250
Cardiology,13,Thursday,89,1,2,487
Cardiology,23,Monday,94,4,12,346
Orthopedics,3,Thursday,51,1,1,342
Neurology,16,Saturday,25,1,12,312
Orthopedics,20,Saturday,24,7,7,131
Cardiology,13,Wednesday,27,7,14,235
Emergency,15,Thursday,72,3,8,258
Cardiology,13,Friday,25,7,10,178
Orthopedics,15,Thursday,25,3,2,79
Neurology,23,Tuesday,5,2,6,143
General Medicine,19,Monday,19,4,13,233
General Medicine,7,Sunday,21,3,14,249
Neurology,23,Friday,55,7,8,205
General Medicine,2,Wednesday,67,1,19,600
General Medicine,18,Monday,18,6,10,167
Orthopedics,0,Monday,63,2,6,313
Neurology,1,Sunday,87,8,11,275
Pediatrics,14,Tuesday,54,5,18,344
Emergency,21,Tuesday,38,3,17,335
Emergency,9,Tuesday,10,7,12,198
General Medicine,17,Friday,53,2,10,292
Emergency,21,Thursday,10,5,0,9
Neurology,13,Monday,73,8,5,134
Neurology,16,Thursday,11,1,1,79
Cardiology,12,Thursday,81,1,12,592
Cardiology,0,Tuesday,55,3,12,338
Emergency,4,Thursday,5,3,18,355
Pediatrics,12,Monday,17,7,8,148
Cardiology,13,Monday,47,6,18,325
Cardiology,23,Saturday,31,7,0,32
Neurology,2,Wednesday,75,4,7,259
Pediatrics,14,Friday,7,2,13,220
General Medicine,18,Thursday,62,2,15,393
Emergency,16,Friday,93,1,3,523
Cardiology,2,Friday,21,9,17,331
Pediatrics,15,Friday,49,7,13,241
Pediatrics,13,Sunday,82,3,8,258
Emergency,11,Saturday,62,2,14,375
Pediatrics,11,Friday,60,3,2,138
Pediatrics,10,Saturday,58,7,3,107
Pediatrics,16,Monday,91,5,17,356
Cardiology,7,Sunday,92,3,13,354
Emergency,16,Thursday,33,9,14,238
Pediatrics,20,Saturday,58,2,7,256
Pediatrics,22,Wednesday,31,7,9,192
Cardiology,19,Friday,49,6,11,217
Emergency,10,Sunday,91,6,8,205
Neurology,1,Wednesday,35,7,7,173
Cardiology,9,Monday,40,6,16,290
Emergency,9,Monday,85,2,8,351
Pediatrics,10,Tuesday,65,5,12,256
Emergency,5,Friday,41,3,13,332
Emergency,3,Tuesday,71,9,4,133
General Medicine,23,Sunday,40,8,8,172
Emergency,11,Wednesday,9,2,15,263
Neurology,10,Thursday,50,1,18,532
Emergency,22,Tuesday,83,4,6,247
Neurology,22,Monday,56,4,11,290
Pediatrics,12,Friday,53,2,1,154
Neurology,4,Wednesday,10,7,17,326
Pediatrics,5,Saturday,14,3,17,349
Pediatrics,0,Sunday,27,7,15,293
Neurology,5,Sunday,21,7,10,211
Cardiology,17,Monday,88,1,1,473
Orthopedics,21,Saturday,48,6,13,244
Emergency,8,Sunday,45,4,3,101
General Medicine,23,Thursday,19,8,6,133
Orthopedics,14,Friday,48,8,1,56
Emergency,7,Thursday,62,3,13,310
Emergency,18,Sunday,90,4,6,213
Pediatrics,23,Thursday,54,1,8,491
Emergency,15,Sunday,56,2,7,255
General Medicine,5,Friday,74,7,8,220
Emergency,5,Friday,72,7,6,178
Neurology,21,Saturday,67,9,18,321
Orthopedics,2,Thursday,62,9,16,351
Neurology,9,Wednesday,27,9,12,201
General Medicine,0,Saturday,48,6,10,239
Emergency,13,Friday,87,8,17,307
General Medicine,3,Monday,99,9,16,360
Pediatrics,11,Sunday,48,7,15,279
Neurology,5,Saturday,56,4,9,256
Neurology,10,Tuesday,71,4,3,144
Cardiology,11,Wednesday,32,6,3,78
Emergency,9,Sunday,71,4,10,250
Pediatrics,17,Saturday,82,7,7,172
Neurology,6,Friday,22,8,8,145
Neurology,6,Friday,31,8,15,254
Pediatrics,10,Wednesday,55,8,9,186
General Medicine,3,Tuesday,64,2,8,349
General Medicine,19,Saturday,78,2,2,230
Emergency,0,Saturday,53,2,1,185
Cardiology,12,Thursday,19,2,8,168
Neurology,17,Monday,87,4,12,299
Cardiology,8,Friday,77,5,5,161
General Medicine,23,Saturday,72,4,3,183
General Medicine,23,Saturday,19,5,13,261
